playerName,height,weight,birthDate,country,url,goals,shots,penalties,foulsReceived,offSides,foulsCommited,recoveries,passesCutOff,entrancesWon,duels,cards,passes,goalAssists,dribbles,corners,ballLosses
José Ángel Pozo,171 cm,67 kg,14 de marzo de 1996 en Fuengirola,España,https://www.marca.com/resultados/futbol/jugadores/ec/c1/jose-pozo/ficha/P114323.html,0,0,0,3,0,2,5,1,38,2,19,0,0,1,3,22
Óscar Valentín,177 cm,72 kg,19 de agosto de 1994 en Ajofrín,España,https://www.marca.com/resultados/futbol/jugadores/ec/d4/oscar-valentin/ficha/P433161.html,0,5,0,36,1,61,152,33,929,41,307,8,0,6,3,211
Pablo Muñoz,,,3 de septiembre de 2003,España,https://www.marca.com/resultados/futbol/jugadores/3d/6d/pablo-munoz/ficha/P587591.html,0,0,0,1,0,2,0,0,2,0,6,0,0,0,0,4
Diego Méndez,,,28 de agosto de 2003 en Móstoles,España,https://www.marca.com/resultados/futbol/jugadores/8b/b8/diego-mendez/ficha/P587592.html,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1
Radamel Falcao,177 cm,72 kg,9 de febrero de 1986 en Santa Marta,Colombia,https://www.marca.com/resultados/futbol/jugadores/85/d4/radamel-falcao/ficha/P48847.html,2,14,1,12,11,16,17,2,144,3,100,4,0,3,0,84
Andrés Martín,177 cm,64 kg,10 de julio de 1999 en Aguadulce,España,https://www.marca.com/resultados/futbol/jugadores/a1/98/andres-martin/ficha/P444284.html,0,3,0,3,0,4,9,0,43,2,22,1,0,3,11,40
Raúl de Tomás,180 cm,72 kg,16 de octubre de 1994 en Madrid,España,https://www.marca.com/resultados/futbol/jugadores/9c/bc/raul-de-tomas/ficha/P119403.html,0,16,1,9,9,10,6,0,58,0,64,1,0,10,2,43
Sergio Camello,177 cm,69 kg,9 de febrero de 2001 en Madrid,España,https://www.marca.com/resultados/futbol/jugadores/a3/ab/sergio-camello/ficha/P248507.html,5,46,0,17,10,10,46,2,413,8,182,1,4,16,3,200
Sergio Herrera,192 cm,82 kg,4 de junio de 1993 en Miranda de Ebro,España,https://www.marca.com/resultados/futbol/jugadores/22/26/sergio-herrera/ficha/P138039.html,0,2,3,408,169
Aitor Fernández,182 cm,78 kg,2 de mayo de 1991 en Arrasate,España,https://www.marca.com/resultados/futbol/jugadores/d9/b9/aitor-fernandez/ficha/P80993.html,0,0,1,509,202
Pablo Valencia,188 cm,74 kg,15 de marzo de 2001 en Bariáin,España,https://www.marca.com/resultados/futbol/jugadores/fe/b1/pablo-valencia/ficha/P522855.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darío Ramos,191 cm,78 kg,18 de octubre de 1999 en Valencia,España,https://www.marca.com/resultados/futbol/jugadores/36/38/dario-ramos/ficha/P439196.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ignacio Vidal Miralles,180 cm,75 kg,23 de enero de 1995 en Campello,España,https://www.marca.com/resultados/futbol/jugadores/0c/26/nacho-vidal/ficha/P230598.html,0,8,0,15,0,27,58,19,424,14,156,4,0,13,29,176
Juan Cruz Álvaro Armado,180 cm,79 kg,27 de julio de 1992 en Madrid,España,https://www.marca.com/resultados/futbol/jugadores/e2/35/juan-cruz/ficha/P93203.html,0,1,0,8,1,15,75,12,619,11,94,6,0,6,34,229
Unai García,186 cm,81 kg,2 de febrero de 1992 en Esquiroz,España,https://www.marca.com/resultados/futbol/jugadores/44/a6/unai-garcia/ficha/P163711.html,0,4,0,4,0,19,82,18,741,11,118,7,1,5,3,165
David García,183 cm,77 kg,14 de septiembre de 2003,España,https://www.marca.com/resultados/futbol/jugadores/af/49/david-garcia/ficha/P588857.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rubén Peña,170 cm,65 kg,17 de julio de 1991 en Ávila,España,https://www.marca.com/resultados/futbol/jugadores/49/44/ruben-pena/ficha/P126290.html,0,9,0,4,0,17,53,10,256,10,91,2,1,7,36,140
Manuel Sánchez,179 cm,70 kg,23 de agosto de 2000 en Madrid,España,https://www.marca.com/resultados/futbol/jugadores/94/ed/manu-sanchez/ficha/P465494.html,0,7,0,8,0,12,77,11,602,26,124,1,1,10,53,192
Aridane Hernández,186 cm,77 kg,22 de marzo de 1989 en Tuineje,España,https://www.marca.com/resultados/futbol/jugadores/ba/c3/aridane-hernandez/ficha/P89399.html,0,2,0,9,0,9,73,20,563,10,79,0,0,3,0,105
Jorge Herrando,,,27 de febrero de 2001,España,https://www.marca.com/resultados/futbol/jugadores/fd/71/jorge-herrando/ficha/P463784.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diego Moreno,,,17 de enero de 2002 en Villa del Río,España,https://www.marca.com/resultados/futbol/jugadores/3e/1a/diego-moreno/ficha/P551846.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucas Torró,190 cm,77 kg,18 de julio de 1994 en Alicante,España,https://www.marca.com/resultados/futbol/jugadores/a2/6c/lucas-torro/ficha/P111232.html,0,14,0,26,0,55,141,34,929,28,262,8,0,8,1,222
Jon Moncayola,189 cm,86 kg,12 de mayo de 1998 en Garinoain,España,https://www.marca.com/resultados/futbol/jugadores/72/09/jon-moncayola/ficha/P477463.html,0,21,0,13,3,26,144,11,1003,28,150,4,0,2,44,258
Darko Brasanac,178 cm,73 kg,11 de febrero de 1992 en Cajetina,Serbia,https://www.marca.com/resultados/futbol/jugadores/de/95/darko-brasanac/ficha/P84700.html,1,9,0,14,3,16,50,12,365,20,117,5,1,4,7,103
Rubén García,171 cm,72 kg,13 de julio de 1993 en Valencia,España,https://www.marca.com/resultados/futbol/jugadores/bf/f0/ruben-garcia/ficha/P130026.html,1,14,0,13,0,9,55,8,365,5,102,2,2,6,56,144
Moisés Gómez Bardonado,176 cm,71 kg,22 de junio de 1994 en Valencia,España,https://www.marca.com/resultados/futbol/jugadores/43/a9/moi-gomez/ficha/P109243.html,2,12,0,24,1,14,159,9,1318,16,161,5,2,25,108,288
Pablo Ibáñez,,,19 de septiembre de 1998 en Pamplona,España,https://www.marca.com/resultados/futbol/jugadores/bb/ab/pablo-ibanez/ficha/P522856.html,0,12,0,10,3,13,38,8,246,8,126,0,1,6,5,91
Aimar Oroz,,,26 de noviembre de 2001 en Pamplona,España,https://www.marca.com/resultados/futbol/jugadores/28/8e/aimar-oroz/ficha/P484702.html,3,14,1,43,2,29,69,17,531,8,216,6,3,22,5,199
Iker Muñoz,,,4 de noviembre de 2002 en Villafranca,España,https://www.marca.com/resultados/futbol/jugadores/3f/24/iker-munoz/ficha/P589577.html,0,0,0,1,0,3,0,0,7,0,5,0,0,0,0,0
Ezequiel Ávila,172 cm,81 kg,5 de febrero de 1994 en Rosario,Argentina,https://www.marca.com/resultados/futbol/jugadores/1a/e4/chimy-avila/ficha/P205992.html,7,41,3,33,12,22,51,6,375,4,188,7,2,12,75,285
Enrique Barja Alfonso,178 cm,69 kg,31 de marzo de 1997 en Noáin,España,https://www.marca.com/resultados/futbol/jugadores/aa/ce/kike-barja/ficha/P178870.html,1,8,0,12,5,13,50,4,260,4,126,1,3,23,90,206
Abdessamad Ezzalzouli,177 cm,72 kg,16 de diciembre de 2001 en Beni Melal,Marruecos,https://www.marca.com/resultados/futbol/jugadores/9f/26/abdessamad-ezzalzouli/ficha/P500745.html,3,20,0,30,0,24,53,3,349,13,197,2,2,44,54,239
Ante Budimir,190 cm,75 kg,21 de julio de 1991 en Zenica,Croacia,https://www.marca.com/resultados/futbol/jugadores/1f/e4/ante-budimir/ficha/P94273.html,2,32,0,18,7,37,29,3,226,5,252,3,0,7,2,174
Enrique García Martínez,186 cm,79 kg,24 de noviembre de 1989 en Cuenca,España,https://www.marca.com/resultados/futbol/jugadores/60/b6/kike-garcia/ficha/P61597.html,2,29,1,21,5,23,28,1,195,3,167,4,0,10,5,130
Iker Benito,,,9 de agosto de 2002 en Miranda de Ebro,España,https://www.marca.com/resultados/futbol/jugadores/12/08/iker-benito/ficha/P546329.html,0,0,0,1,1,0,1,0,3,1,4,0,0,0,1,2
Agustín Marchesín,188 cm,82 kg,15 de marzo de 1988 en San Cayetano,Argentina,https://www.marca.com/resultados/futbol/jugadores/0c/13/agustin-marchesin/ficha/P59891.html,0,4,3,556,186
Iván Villar,183 cm,76 kg,8 de julio de 1997 en Aldán,España,https://www.marca.com/resultados/futbol/jugadores/47/d2/ivan-villar/ficha/P234580.html,0,0,0,221,88
Diego Alves Carreira,190 cm,90 kg,23 de junio de 1985 en Río de Janeiro,Brasil,https://www.marca.com/resultados/futbol/jugadores/e5/66/diego-alves/ficha/P46898.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jorge Carrillo Balea,,,6 de enero de 2002,España,https://www.marca.com/resultados/futbol/jugadores/ca/57/coke-carrillo/ficha/P493071.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian Joel Sánchez Leal,193 cm,88 kg,8 de julio de 1999 en La Habana,Cuba,https://www.marca.com/resultados/futbol/jugadores/7e/fa/christian-sanchez/ficha/P462997.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hugo Mallo,173 cm,69 kg,21 de junio de 1991 en Marín,España,https://www.marca.com/resultados/futbol/jugadores/1f/f0/hugo-mallo/ficha/P76508.html,0,9,0,20,5,34,87,19,872,20,180,5,1,5,56,272
Óscar Mingueza,184 cm,75 kg,12 de mayo de 1999 en Santa Perpetua de Moguda,España,https://www.marca.com/resultados/futbol/jugadores/d2/f5/oscar-mingueza/ficha/P242313.html,0,4,0,6,1,16,80,10,653,17,99,2,0,9,27,196
Unai Núñez,186 cm,80 kg,29 de enero de 1997 en Portugalete,España,https://www.marca.com/resultados/futbol/jugadores/94/c0/unai-nunez/ficha/P242830.html,0,8,0,22,1,21,152,55,1439,24,186,6,0,7,1,205
Joseph Aidoo,184 cm,80 kg,28 de septiembre de 1995 en Tema,Ghana,https://www.marca.com/resultados/futbol/jugadores/bb/f6/joseph-aidoo/ficha/P210171.html,2,9,0,10,0,16,173,24,1377,30,185,4,0,5,0,217
Javier Galán Gil,172 cm,70 kg,18 de noviembre de 1994 en Badajoz,España,https://www.marca.com/resultados/futbol/jugadores/78/b6/javi-galan/ficha/P219717.html,0,7,0,58,7,37,171,29,1181,58,398,3,2,56,128,528
Kevin Vázquez,173 cm,72 kg,22 de marzo de 1993 en Nigrán,España,https://www.marca.com/resultados/futbol/jugadores/ee/6b/kevin-vazquez/ficha/P107807.html,0,0,0,1,0,5,15,0,77,3,16,0,0,1,3,23
Carlos Domínguez,187 cm,81 kg,10 de febrero de 2001,España,https://www.marca.com/resultados/futbol/jugadores/be/66/carlos-dominguez/ficha/P523846.html,0,0,0,0,0,0,3,0,12,0,1,0,0,0,0,1
Martín Conde,,,24 de marzo de 2003 en Ourense,España,https://www.marca.com/resultados/futbol/jugadores/76/8c/martin-conde/ficha/P592650.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fernando Medrano,,,25 de marzo de 2000 en Madrid,España,https://www.marca.com/resultados/futbol/jugadores/df/6d/fernando-medrano/ficha/P439321.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javier Domínguez Arribas,195 cm,83 kg,25 de marzo de 2001,España,https://www.marca.com/resultados/futbol/jugadores/55/05/javier-dominguez/ficha/P448174.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Óscar Rodríguez,174 cm,67 kg,27 de junio de 1998 en Talavera de la Reina,España,https://www.marca.com/resultados/futbol/jugadores/83/11/oscar-rodriguez/ficha/P223757.html,2,28,0,21,1,17,86,15,745,21,124,5,0,8,62,214
Francisco José Beltrán Peinado,170 cm,66 kg,2 de febrero de 1999 en Madrid,España,https://www.marca.com/resultados/futbol/jugadores/d0/c0/fran-beltran/ficha/P234511.html,0,13,0,11,2,21,152,41,1417,18,174,4,1,13,33,201
Franco Cervi,165 cm,67 kg,25 de mayo de 1994 en San Lorenzo,Argentina,https://www.marca.com/resultados/futbol/jugadores/e7/4b/franco-cervi/ficha/P184028.html,0,12,0,30,1,25,116,27,518,36,219,2,3,14,68,239
Renato Tapia,185 cm,78 kg,27 de julio de 1995 en Lima,Perú,https://www.marca.com/resultados/futbol/jugadores/2b/a9/renato-tapia/ficha/P166162.html,0,6,0,13,0,17,50,11,527,15,116,4,0,7,6,100
Williot Swedberg,185 cm,78 kg,31 de enero de 2004 en Stockholm,Suecia,https://www.marca.com/resultados/futbol/jugadores/42/48/williot-swedberg/ficha/P543932.html,0,0,0,1,0,1,0,0,12,0,4,1,0,0,0,2
Augusto Solari,180 cm,80 kg,2 de enero de 1992 en Rosario,Argentina,https://www.marca.com/resultados/futbol/jugadores/14/3f/augusto-solari/ficha/P143710.html,0,2,0,3,0,7,16,4,105,5,34,0,1,0,2,32
Luca de la Torre,178 cm,63 kg,22 de mayo de 1998,EstadosUnidos,https://www.marca.com/resultados/futbol/jugadores/bc/3f/luca-de-la-torre/ficha/P176414.html,0,5,0,6,2,21,55,6,346,12,98,2,2,7,7,96
Gabriel Veiga Novas,184 cm,76 kg,26 de mayo de 2002 en Porriño,España,https://www.marca.com/resultados/futbol/jugadores/44/8f/gabriel-veiga/ficha/P514189.html,9,36,0,21,3,30,94,14,520,15,201,6,4,29,21,217
Hugo Álvarez,,,1 de julio de 2003 en Ourense,España,https://www.marca.com/resultados/futbol/jugadores/9e/e0/hugo-alvarez/ficha/P550566.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hugo Sotelo,,,18 de diciembre de 2003,España,https://www.marca.com/resultados/futbol/jugadores/73/bd/hugo-sotelo/ficha/P538283.html,0,1,0,0,0,0,0,0,23,0,1,0,0,0,0,3
Carles Pérez,173 cm,75 kg,15 de febrero de 1998 en Granollers,España,https://www.marca.com/resultados/futbol/jugadores/ba/e9/carles-perez/ficha/P179369.html,2,17,0,23,5,28,80,5,466,15,209,4,4,21,20,179
Gonçalo Mendes Paciência,184 cm,81 kg,31 de julio de 1994 en Porto,Portugal,https://www.marca.com/resultados/futbol/jugadores/b5/08/goncalo-paciencia/ficha/P165812.html,2,15,0,12,0,11,15,0,99,4,88,3,0,4,4,87
Iago Aspas,176 cm,67 kg,31 de julio de 1987 en Moaña,España,https://www.marca.com/resultados/futbol/jugadores/82/59/iago-aspas/ficha/P40270.html,12,56,3,52,9,14,87,6,966,2,219,3,3,16,31,338
Jørgen Strand Larsen,193 cm,79 kg,5 de febrero de 2000,Noruega,https://www.marca.com/resultados/futbol/jugadores/15/76/jorgen-strand-larsen/ficha/P247412.html,2,24,0,33,11,30,27,2,261,5,202,4,4,10,0,173
Haris Seferovic,186 cm,85 kg,21 de febrero de 1992 en Sursee,Suiza,https://www.marca.com/resultados/futbol/jugadores/d1/72/haris-seferovic/ficha/P60841.html,0,0,0,0,0,1,1,0,14,0,2,0,0,0,0,6
Miguel Rodriguez,,,28 de abril de 2003,España,https://www.marca.com/resultados/futbol/jugadores/0f/e9/miguel-rodriguez/ficha/P494932.html,1,1,0,2,0,1,3,0,6,0,5,0,0,0,0,1
Francisco López Fernández,,,23 de enero de 2002,España,https://www.marca.com/resultados/futbol/jugadores/0c/36/francisco-lopez/ficha/P538651.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pablo Durán,,,24 de mayo de 2001 en Tomiño,España,https://www.marca.com/resultados/futbol/jugadores/16/4d/pablo-duran/ficha/P597355.html,0,0,0,0,1,1,3,1,20,0,6,0,0,1,1,9
Juan Carlos Martín,186 cm,85 kg,19 de enero de 1988 en Guadalajara,España,https://www.marca.com/resultados/futbol/jugadores/c3/6b/juan-carlos-martin/ficha/P88279.html,0,0,0,289,52
Paulo Gazzaniga,196 cm,90 kg,1 de enero de 1992 en Santa Fé,Argentina,https://www.marca.com/resultados/futbol/jugadores/76/f2/paulo-gazzaniga/ficha/P102884.html,0,5,3,596,206
Toni Fuidias,195 cm,87 kg,14 de abril de 2001 en Berga,España,https://www.marca.com/resultados/futbol/jugadores/1e/d5/toni-fuidias/ficha/P448169.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lluc Matas,,,31 de diciembre de 2001,España,https://www.marca.com/resultados/futbol/jugadores/c1/df/lluc-matas/ficha/P589385.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bernardo Espinosa,192 cm,85 kg,10 de julio de 1989 en Cali,Colombia,https://www.marca.com/resultados/futbol/jugadores/f8/f1/bernardo-espinosa/ficha/P55317.html,0,5,0,6,0,7,48,5,563,0,75,3,1,2,0,75
Miguel Gutiérrez,180 cm,73 kg,26 de julio de 2001 en Madrid,España,https://www.marca.com/resultados/futbol/jugadores/2a/69/miguel-gutierrez/ficha/P248498.html,1,9,0,17,1,17,108,14,771,15,144,6,2,18,73,266
Arnau Martinez,,,24 de abril de 2003,España,https://www.marca.com/resultados/futbol/jugadores/69/4d/arnau-martinez/ficha/P517333.html,3,9,0,47,6,26,129,17,877,31,243,9,2,19,42,281
David López,183 cm,81 kg,8 de octubre de 1989 en Barcelona,España,https://www.marca.com/resultados/futbol/jugadores/5e/1e/david-lopez/ficha/P11129.html,2,9,0,12,3,12,81,9,943,15,109,4,1,4,0,104
Valery Fernández,182 cm,75 kg,22 de noviembre de 1999 en L'Escala,España,https://www.marca.com/resultados/futbol/jugadores/2e/41/valery-fernandez/ficha/P469274.html,0,3,0,10,3,3,37,8,218,6,57,1,2,5,15,71
Juan Pedro Ramírez López,190 cm,80 kg,29 de abril de 1991 en Las Palmas de Gran Canaria,España,https://www.marca.com/resultados/futbol/jugadores/09/bd/juanpe/ficha/P63119.html,0,2,0,1,0,8,36,7,572,8,49,3,0,1,1,92
Javier Hernández Cabrera,185 cm,72 kg,1 de mayo de 1998 en Jerez de la Frontera,España,https://www.marca.com/resultados/futbol/jugadores/26/92/javi-hernandez/ficha/P463163.html,1,5,0,13,1,7,50,4,439,8,70,2,2,7,12,103
Yan Bueno Couto,168 cm,60 kg,2 de junio de 2002,Brasil,https://www.marca.com/resultados/futbol/jugadores/22/56/yan-couto/ficha/P468236.html,0,3,0,10,2,7,50,4,317,13,93,1,1,25,36,140
Santiago Bueno,190 cm,76 kg,8 de noviembre de 1998 en Montevideo,Uruguay,https://www.marca.com/resultados/futbol/jugadores/c1/04/santiago-bueno/ficha/P231480.html,0,11,0,30,2,29,118,27,1443,26,203,5,1,2,4,207
Alexander Callens,185 cm,82 kg,3 de mayo de 1992 en Callao,Perú,https://www.marca.com/resultados/futbol/jugadores/fd/cc/alexander-callens/ficha/P159710.html,0,0,0,0,0,1,4,1,45,2,5,0,0,0,0,9
Biel Farrés,,,30 de abril de 2002 en Vic,España,https://www.marca.com/resultados/futbol/jugadores/97/57/biel-farres/ficha/P553467.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ibrahima Kebe,,,1 de agosto de 2000,Malí,https://www.marca.com/resultados/futbol/jugadores/18/8c/ibrahima-kebe/ficha/P498051.html,1,7,0,18,1,24,55,10,394,20,177,5,0,23,2,124
Laureano Antonio Villa Suárez,172 cm,63 kg,6 de enero de 1995 en Lorquí,España,https://www.marca.com/resultados/futbol/jugadores/33/ed/toni-villa/ficha/P242290.html,1,13,0,18,7,10,48,7,283,18,159,2,2,24,24,163
Aleix García,173 cm,68 kg,27 de junio de 1997 en Ulldecona,España,https://www.marca.com/resultados/futbol/jugadores/e0/c0/aleix-garcia/ficha/P178871.html,1,24,0,26,0,13,122,30,1341,17,139,1,5,13,162,290
Rodrigo Riquelme,,,1 de abril de 2000 en Madrid,España,https://www.marca.com/resultados/futbol/jugadores/67/72/rodrigo-riquelme/ficha/P437834.html,4,39,0,29,5,23,87,9,472,7,219,1,2,37,50,293
Oriol Romeu,183 cm,83 kg,23 de septiembre de 1991 en Ulldecona,España,https://www.marca.com/resultados/futbol/jugadores/d9/6c/oriol-romeu/ficha/P78056.html,1,12,0,21,0,46,144,26,1159,28,231,7,0,13,12,214
Reinier Jesus Carvalho,185 cm,78 kg,18 de enero de 2002 en Brasilia,Brasil,https://www.marca.com/resultados/futbol/jugadores/b7/f8/reinier/ficha/P468234.html,1,4,0,10,1,3,16,2,130,4,51,2,0,5,2,60
Yangel Herrera,184 cm,78 kg,6 de enero de 1998 en La Guaira,Venezuela,https://www.marca.com/resultados/futbol/jugadores/4d/01/yangel-herrera/ficha/P226541.html,2,17,0,18,1,29,36,2,306,8,148,2,2,7,16,116
Iván Martín,,,13 de febrero de 1999 en Bilbao,España,https://www.marca.com/resultados/futbol/jugadores/71/d1/ivan-martin/ficha/P224467.html,3,12,0,6,3,11,42,3,351,4,89,1,1,13,7,114
Borja García,175 cm,72 kg,1 de noviembre de 1990 en Torremocha del Jarama,España,https://www.marca.com/resultados/futbol/jugadores/8c/ae/borja-garcia/ficha/P63904.html,1,7,0,20,3,4,33,5,257,4,74,1,0,6,17,84
Joel Roca,,,6 de junio de 2005,España,https://www.marca.com/resultados/futbol/jugadores/85/0b/casals/ficha/P554653.html,0,2,0,4,0,1,5,0,28,2,21,1,0,3,0,22
Ricard Artero,,,4 de febrero de 2003 en La Bisbal d'Empordà,España,https://www.marca.com/resultados/futbol/jugadores/1f/54/ricard-artero/ficha/P546935.html,0,0,0,0,0,0,2,0,7,0,1,0,0,1,0,2
Cristhian Stuani,186 cm,76 kg,11 de octubre de 1986 en Tala,Uruguay,https://www.marca.com/resultados/futbol/jugadores/4e/29/cristhian-stuani/ficha/P49464.html,7,24,5,17,5,26,18,1,115,3,86,7,0,1,2,49
Viktor Tsygankov,178 cm,73 kg,14 de noviembre de 1997,Ucrania,https://www.marca.com/resultados/futbol/jugadores/85/05/viktor-tsygankov/ficha/P194282.html,3,8,0,10,1,6,33,7,233,1,44,0,3,4,16,91
Valentín Castellanos,178 cm,70 kg,2 de octubre de 1998 en Mendoza,Argentina,https://www.marca.com/resultados/futbol/jugadores/10/43/valentin-castellanos/ficha/P247670.html,6,48,1,36,28,33,45,5,326,4,236,9,0,12,9,205
Dawda Camara,,,3 de noviembre de 2002 en Banyoles,Mauritania,https://www.marca.com/resultados/futbol/jugadores/44/24/dawda-camara/ficha/P553468.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Predrag Rajkovic,191 cm,86 kg,30 de octubre de 1995 en Negotin,Serbia,https://www.marca.com/resultados/futbol/jugadores/0c/4f/predrag-rajkovic/ficha/P104407.html,0,3,3,848,371
Dominik Greif,197 cm,82 kg,5 de abril de 1997,Eslovaquia,https://www.marca.com/resultados/futbol/jugadores/4e/0b/dominik-greif/ficha/P212873.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leonardo Román Riquelme,189 cm,83 kg,5 de julio de 2000 en Ibiza,España,https://www.marca.com/resultados/futbol/jugadores/74/a8/leo-roman/ficha/P500755.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pere Joan García,,,21 de marzo de 2002 en Mallorca,España,https://www.marca.com/resultados/futbol/jugadores/6e/1f/pere-joan-garcia/ficha/P495631.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matija Nastasic,188 cm,83 kg,27 de marzo de 1993 en Valjevo,Serbia,https://www.marca.com/resultados/futbol/jugadores/7a/11/matija-nastasic/ficha/P84702.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ludwig Augustinsson,181 cm,74 kg,20 de abril de 1994 en Stockholm,Suecia,https://www.marca.com/resultados/futbol/jugadores/ef/bd/ludwig-augustinsson/ficha/P155561.html,0,2,0,3,0,1,9,0,30,1,11,1,0,0,5,18
Dennis Hadzikadunic,191 cm,81 kg,8 de julio de 1998 en Malmö,Bosnia,https://www.marca.com/resultados/futbol/jugadores/00/4d/dennis-hadzikadunic/ficha/P193790.html,0,2,0,0,0,1,4,0,21,2,7,0,0,0,0,4
José Manuel Arias Copete,192 cm,73 kg,9 de octubre de 1999 en Écija,España,https://www.marca.com/resultados/futbol/jugadores/c9/c2/copete/ficha/P500759.html,0,4,0,18,2,35,83,32,646,19,146,8,0,11,4,159
Pablo Maffeo,172 cm,70 kg,11 de julio de 1997 en Sant Joan Despí,España,https://www.marca.com/resultados/futbol/jugadores/fa/ba/pablo-maffeo/ficha/P170154.html,1,14,0,41,5,23,111,17,651,33,267,5,4,23,92,398
Jaume Costa,171 cm,62 kg,17 de marzo de 1988 en Valencia,España,https://www.marca.com/resultados/futbol/jugadores/3b/3b/jaume-costa/ficha/P58792.html,0,10,0,29,6,31,96,12,723,25,176,10,1,7,64,275
Giovanni González,173 cm,73 kg,19 de septiembre de 1994 en Montevideo,Uruguay,https://www.marca.com/resultados/futbol/jugadores/42/4c/giovanni-gonzalez/ficha/P195923.html,0,2,0,17,1,13,44,7,315,8,97,5,2,8,18,101
Antonio Raíllo,187 cm,80 kg,7 de octubre de 1991 en Córdoba,España,https://www.marca.com/resultados/futbol/jugadores/60/6c/antonio-raillo/ficha/P105571.html,1,10,0,19,3,38,123,26,969,21,222,9,1,2,0,178
Martin Valjent,187 cm,70 kg,10 de diciembre de 1995 en Dubnica nad Vahom,Eslovaquia,https://www.marca.com/resultados/futbol/jugadores/68/e8/martin-valjent/ficha/P170116.html,0,3,0,6,0,24,74,19,808,14,89,8,0,0,6,166
Josep Antoni Gayá Martinez,,,6 de julio de 2000 en Mallorca,España,https://www.marca.com/resultados/futbol/jugadores/30/4a/josep-gaya/ficha/P508460.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcos Fernández,,,22 de junio de 2005,España,https://www.marca.com/resultados/futbol/jugadores/16/c3/marcos-fernandez/ficha/P614691.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Íñigo Ruíz de Galarreta,175 cm,69 kg,5 de agosto de 1993 en Eibar,España,https://www.marca.com/resultados/futbol/jugadores/33/f3/inigo-ruiz-de-galarreta/ficha/P96736.html,0,5,0,32,0,46,156,23,955,32,222,9,0,12,41,217
Clément Grenier,186 cm,72 kg,6 de enero de 1991 en Annonay,Francia,https://www.marca.com/resultados/futbol/jugadores/67/cc/clement-grenier/ficha/P55305.html,0,3,0,13,0,19,37,6,274,8,79,7,0,3,26,107
Antonio Sánchez,,,8 de junio de 2000,España,https://www.marca.com/resultados/futbol/jugadores/db/a3/antonio-sanchez/ficha/P518655.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manuel Morlanes Ariño,178 cm,75 kg,11 de enero de 1999 en Zaragoza,España,https://www.marca.com/resultados/futbol/jugadores/ad/58/manu-morlanes/ficha/P227164.html,1,2,0,1,0,2,3,0,44,1,15,1,0,0,1,8
Iddrisu Baba,185 cm,73 kg,21 de enero de 1996 en Accra,Ghana,https://www.marca.com/resultados/futbol/jugadores/00/35/iddrisu-baba/ficha/P463170.html,0,7,0,23,0,27,98,8,429,14,159,5,0,11,0,116
Daniel José Rodríguez Vázquez,178 cm,71 kg,5 de junio de 1988 en Betanzos,España,https://www.marca.com/resultados/futbol/jugadores/1b/fe/dani-rodriguez/ficha/P80906.html,3,14,0,26,4,38,100,16,496,16,216,7,3,21,24,202
Kang-In Lee,173 cm,66 kg,18 de febrero de 2001 en Incheon,CoreadelSur,https://www.marca.com/resultados/futbol/jugadores/c3/10/lee-kang-in/ficha/P451358.html,3,23,0,43,1,39,96,7,647,18,313,7,4,50,139,336
Miguel Llabrés Alemany,,,27 de enero de 2000,España,https://www.marca.com/resultados/futbol/jugadores/0c/a3/miguel-llabres/ficha/P562202.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vedat Muriqi,194 cm,92 kg,23 de abril de 1994 en Prizren,Kosovo,https://www.marca.com/resultados/futbol/jugadores/91/43/vedat-muriqi/ficha/P156293.html,12,48,4,28,22,44,69,7,601,6,390,6,2,8,10,360
