playerName,height,weight,birthDate,country,url,goals,shots,penalties,foulsReceived,offSides,foulsCommited,recoveries,passesCutOff,entrancesWon,duels,cards,passes,goalAssists,dribbles,corners,ballLosses
Jonathan Viera,171 cm,66 kg,20 de octubre de 1989 en Las Palmas de Gran Canaria,España,https://www.marca.com/resultados/futbol/jugadores/e9/fa/jonathan-viera/ficha/P86398.html,6,49,3,42,4,17,100,8,1954,16,248,4,5,50,50,455
Omenuke Mfulu,182 cm,76 kg,19 de marzo de 1994 en Brazzaville,RepúblicaDemocráticadelCongo,https://www.marca.com/resultados/futbol/jugadores/8b/f5/omenuke-mfulu/ficha/P183778.html,0,6,0,33,0,32,118,49,1398,25,230,7,0,19,1,174
Francisco Jesús Crespo,177 cm,67 kg,28 de julio de 1996 en Barbate,España,https://www.marca.com/resultados/futbol/jugadores/f3/00/pejino/ficha/P444952.html,6,43,0,37,6,18,72,9,588,17,286,3,2,72,45,322
Wilfrid Kaptoum,174 cm,72 kg,6 de julio de 1996 en Douala,Camerún,https://www.marca.com/resultados/futbol/jugadores/2f/83/wilfrid-kaptoum/ficha/P185648.html,0,4,0,3,0,4,21,1,238,1,33,1,0,8,4,38
Pedro Alejandro García Mejías,,,18 de marzo de 2003 en Las Palmas,España,https://www.marca.com/resultados/futbol/jugadores/cf/f2/ale-garcia/ficha/P549552.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julen Pérez,,,27 de junio de 2000,España,https://www.marca.com/resultados/futbol/jugadores/db/a4/julen-perez/ficha/P589457.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joaquín Felipe González Rodríguez,,,13 de octubre de 2000,España,https://www.marca.com/resultados/futbol/jugadores/a6/be/joaquin/ficha/P604108.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marvin Olawale Akinlabi Park,,,2 de julio de 2000,España,https://www.marca.com/resultados/futbol/jugadores/c2/40/marvin-park/ficha/P466072.html,1,4,0,10,3,10,44,8,329,15,104,2,1,14,42,112
Sandro Ramírez,175 cm,71 kg,8 de julio de 1995 en Las Palmas de Gran Canaria,España,https://www.marca.com/resultados/futbol/jugadores/a3/88/sandro-ramirez/ficha/P108438.html,3,26,0,20,11,9,25,1,233,2,67,4,3,10,18,80
Lorenzo Morón García,188 cm,66 kg,29 de diciembre de 1993 en Marbella,España,https://www.marca.com/resultados/futbol/jugadores/51/34/loren-moron/ficha/P432751.html,1,7,1,15,2,7,8,0,66,3,58,2,0,2,1,40
Florin Andone,180 cm,78 kg,10 de abril de 1993 en Botosani,Rumanía,https://www.marca.com/resultados/futbol/jugadores/f7/2c/florin-andone/ficha/P93284.html,2,9,0,9,6,15,9,1,62,2,75,5,0,2,3,56
Marc Cardona,183 cm,70 kg,7 de julio de 1995 en Lérida,España,https://www.marca.com/resultados/futbol/jugadores/9e/b0/marc-cardona/ficha/P244363.html,7,32,1,39,30,26,63,8,438,14,258,3,0,25,6,243
Raúl Fernández,195 cm,92 kg,12 de marzo de 1988 en Bilbao,España,https://www.marca.com/resultados/futbol/jugadores/5d/7e/raul-fernandez/ficha/P49214.html,0,5,3,645,210
André Filipe Magalhães Ribeiro Ferreira,193 cm,80 kg,28 de mayo de 1996 en Vila Nova de Gaia,Portugal,https://www.marca.com/resultados/futbol/jugadores/24/28/andre-ferreira/ficha/P205523.html,0,0,0,177,82
Adrián López Garrote,,,8 de enero de 1999,España,https://www.marca.com/resultados/futbol/jugadores/4e/a1/adrian-lopez/ficha/P431437.html,0,0,0,60,28
Rafael Romero,,,6 de agosto de 2003,España,https://www.marca.com/resultados/futbol/jugadores/c8/73/rafael-romero/ficha/P519842.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ángel Jiménez,,,21 de junio de 2002 en Granada,España,https://www.marca.com/resultados/futbol/jugadores/54/69/angel-jimenez/ficha/P519839.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miguel Ángel Rubio,191 cm,86 kg,10 de marzo de 1998 en Leganes,España,https://www.marca.com/resultados/futbol/jugadores/6a/26/miguel-angel-rubio/ficha/P450429.html,1,12,0,12,4,27,136,51,1257,24,213,7,1,3,1,235
Jonathan Silva,178 cm,72 kg,28 de junio de 1994 en La Plata,Argentina,https://www.marca.com/resultados/futbol/jugadores/6a/12/jonathan-silva/ficha/P116132.html,0,2,0,3,1,5,26,7,181,6,45,1,0,1,24,100
Ignasi Miquel,188 cm,82 kg,27 de septiembre de 1992 en Corbera de Llobregat,España,https://www.marca.com/resultados/futbol/jugadores/7f/c6/ignasi-miquel/ficha/P90801.html,0,6,0,17,1,34,149,39,1466,21,189,7,0,3,5,278
Carlos Neva,174 cm,64 kg,11 de junio de 1996 en El Puerto de Santamaría,España,https://www.marca.com/resultados/futbol/jugadores/f9/5f/carlos-neva/ficha/P472148.html,2,7,0,12,1,3,100,19,784,13,108,1,1,5,107,318
Víctor Díaz,184 cm,71 kg,11 de junio de 1988 en Sevilla,España,https://www.marca.com/resultados/futbol/jugadores/9f/6e/victor-diaz/ficha/P55315.html,1,11,0,5,0,13,114,34,1213,25,153,6,0,1,2,248
Joaquín José Marín Ruiz,178 cm,74 kg,23 de septiembre de 1989 en Córdoba,España,https://www.marca.com/resultados/futbol/jugadores/d2/66/quini/ficha/P106671.html,0,10,0,6,1,26,73,19,533,26,153,5,1,12,40,234
Erick Cabaco,185 cm,84 kg,18 de abril de 1995 en Montevideo,Uruguay,https://www.marca.com/resultados/futbol/jugadores/6a/71/erick-cabaco/ficha/P169586.html,0,4,0,15,0,13,74,12,558,9,80,3,0,2,0,133
Raúl Torrente,,,28 de febrero de 2001,España,https://www.marca.com/resultados/futbol/jugadores/ae/2c/raul-torrente/ficha/P519534.html,0,0,0,0,0,0,0,0,19,0,2,0,0,0,0,3
Ricard Sánchez,,,21 de febrero de 2000 en Sant Jaume dels Domenys,España,https://www.marca.com/resultados/futbol/jugadores/90/0c/ricard-sanchez/ficha/P465495.html,3,22,0,27,2,36,123,30,985,22,214,6,3,23,125,478
Adrià Miquel Bosch,,,8 de junio de 2001,España,https://www.marca.com/resultados/futbol/jugadores/c7/37/adria-miquel-bosch/ficha/P492907.html,0,0,0,1,0,0,1,0,34,2,11,0,0,0,0,11
Eugenio Gutierrez,,,26 de agosto de 2001,España,https://www.marca.com/resultados/futbol/jugadores/32/2b/eu-gutierrez/ficha/P514200.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mario González,,,4 de febrero de 2004,España,https://www.marca.com/resultados/futbol/jugadores/0e/a6/mario-gonzalez/ficha/P588560.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Youness Lachhab,,,22 de abril de 1999,Marruecos,https://www.marca.com/resultados/futbol/jugadores/61/bb/youness-lachhab/ficha/P484783.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pol Lozano,177 cm,62 kg,5 de octubre de 1999 en Sant Quirze del Vallès,España,https://www.marca.com/resultados/futbol/jugadores/ad/62/pol-lozano/ficha/P227172.html,0,3,0,13,0,14,37,13,415,7,61,2,0,5,4,59
Yann Bodiger,188 cm,80 kg,8 de febrero de 1995 en Sète,Francia,https://www.marca.com/resultados/futbol/jugadores/ae/c6/yann-bodiger/ficha/P194302.html,0,10,0,25,1,41,163,33,1143,31,248,9,1,15,18,309
Alberto Soro,173 cm,64 kg,8 de marzo de 1999 en Ejea de los Caballeros,España,https://www.marca.com/resultados/futbol/jugadores/7e/c7/alberto-soro/ficha/P463182.html,0,5,0,7,1,12,17,3,128,4,62,1,0,3,9,62
José Antonio Rodríguez Díaz,183 cm,77 kg,20 de febrero de 1992 en Benadahux,España,https://www.marca.com/resultados/futbol/jugadores/b7/72/antonio-puertas/ficha/P156301.html,1,27,0,27,4,31,78,6,576,10,247,2,3,19,42,288
Victor Meseguer,,,8 de junio de 1999,España,https://www.marca.com/resultados/futbol/jugadores/a6/e4/victor-meseguer/ficha/P498208.html,0,6,0,23,0,18,83,13,673,13,151,4,0,2,4,147
Njegos Petrovic,185 cm,72 kg,17 de julio de 1999 en Krupanj,Serbia,https://www.marca.com/resultados/futbol/jugadores/ee/3a/njegos-petrovic/ficha/P241645.html,0,11,0,22,0,31,101,9,623,18,159,4,1,9,11,162
Sergio Ruiz,171 cm,70 kg,15 de diciembre de 1994 en El Astillero,España,https://www.marca.com/resultados/futbol/jugadores/1e/ba/sergio-ruiz/ficha/P244243.html,1,3,0,10,0,18,42,10,328,5,80,2,1,4,3,82
Óscar Melendo,167 cm,63 kg,22 de agosto de 1997 en Barcelona,España,https://www.marca.com/resultados/futbol/jugadores/70/99/oscar-melendo/ficha/P243718.html,0,3,0,44,0,11,93,15,961,10,179,3,3,20,25,210
Rubén Rochina,182 cm,76 kg,22 de marzo de 1991 en Sagunto,España,https://www.marca.com/resultados/futbol/jugadores/8d/6c/ruben-rochina/ficha/P86168.html,0,6,0,6,0,4,21,1,129,5,50,2,0,6,16,56
Bryan Zaragoza,,,24 de abril de 2001 en Málaga,España,https://www.marca.com/resultados/futbol/jugadores/1e/1b/bryan-zaragoza/ficha/P522601.html,2,8,0,22,1,10,33,3,194,4,120,2,0,26,66,190
Mario da Costa,,,13 de mayo de 2001,España,https://www.marca.com/resultados/futbol/jugadores/f4/70/mario-da-costa/ficha/P588559.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martín Solar,,,29 de enero de 2000 en Santander,España,https://www.marca.com/resultados/futbol/jugadores/31/e0/martin-solar/ficha/P508487.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Famara Diédhiou,192 cm,80 kg,14 de diciembre de 1992,Senegal,https://www.marca.com/resultados/futbol/jugadores/aa/82/famara-diedhiou/ficha/P149535.html,1,2,0,2,1,2,3,0,14,0,17,0,0,0,0,9
José Callejón,178 cm,73 kg,10 de febrero de 1987 en Granada,España,https://www.marca.com/resultados/futbol/jugadores/e1/38/jose-callejon/ficha/P51732.html,4,37,0,45,21,20,92,8,977,9,212,3,9,9,149,383
Myrto Uzuni,178 cm,72 kg,30 de mayo de 1995,Albania,https://www.marca.com/resultados/futbol/jugadores/8e/4a/myrto-uzuni/ficha/P174816.html,20,64,7,38,9,25,95,13,465,14,257,5,4,18,41,272
Jorge Molina,188 cm,72 kg,21 de abril de 1982 en Alcoy,España,https://www.marca.com/resultados/futbol/jugadores/c3/7c/jorge-molina/ficha/P76555.html,3,22,0,23,4,7,33,1,302,3,142,1,1,5,2,133
Alberto Perea,177 cm,74 kg,18 de diciembre de 1990 en Albacete,España,https://www.marca.com/resultados/futbol/jugadores/25/e3/alberto-perea/ficha/P59339.html,2,11,0,20,0,7,49,3,360,9,132,1,1,30,31,134
Shon Weissman,174 cm,72 kg,13 de febrero de 1996 en Kiryat Bialik,Israel,https://www.marca.com/resultados/futbol/jugadores/fa/ba/shon-weissman/ficha/P435679.html,1,16,0,8,7,5,24,1,89,1,57,0,0,2,2,53
Antonio Sivera,184 cm,75 kg,10 de agosto de 1996 en Jávea,España,https://www.marca.com/resultados/futbol/jugadores/42/a2/antonio-sivera/ficha/P176245.html,0,2,2,1017,337
Jesús Lázaro Owono Ngua Akeng,183 cm,67 kg,28 de febrero de 2001 en Bata,GuineaEcuatorial,https://www.marca.com/resultados/futbol/jugadores/ee/44/jesus-owono/ficha/P470312.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adrián Rodríguez,195 cm,82 kg,11 de diciembre de 2000 en Palma de Mallorca,Argentina,https://www.marca.com/resultados/futbol/jugadores/fb/6e/adrian-rodriguez/ficha/P466131.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asier Gago,,,13 de junio de 2000,España,https://www.marca.com/resultados/futbol/jugadores/69/b4/asier-gago/ficha/P596303.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anderson Arroyo,,,26 de septiembre de 1999,Colombia,https://www.marca.com/resultados/futbol/jugadores/af/3a/anderson-arroyo/ficha/P222047.html,0,2,0,5,1,6,31,12,176,9,63,1,0,7,23,111
Rubén Duarte,180 cm,75 kg,17 de octubre de 1995 en Almerí­a,España,https://www.marca.com/resultados/futbol/jugadores/0d/67/ruben-duarte/ficha/P126119.html,0,8,0,43,2,43,132,42,928,23,250,13,5,3,112,426
Aleksandar Sedlar,178 cm,79 kg,12 de diciembre de 1991 en Novi Sad,Serbia,https://www.marca.com/resultados/futbol/jugadores/63/66/aleksander-sedlar/ficha/P215792.html,0,6,0,12,2,38,129,27,916,24,197,7,0,4,4,213
Víctor Laguardia,185 cm,80 kg,4 de noviembre de 1989 en Zaragoza,España,https://www.marca.com/resultados/futbol/jugadores/b2/26/victor-laguardia/ficha/P49370.html,0,0,0,0,1,5,22,3,163,3,31,2,0,0,0,54
Nahuel Tenaglia,180 cm,73 kg,20 de febrero de 1996 en Saladillo,Argentina,https://www.marca.com/resultados/futbol/jugadores/d4/5c/nahuel-tenaglia/ficha/P432855.html,3,22,0,26,5,35,140,38,676,39,238,7,1,14,75,452
Nikola Maras,189 cm,79 kg,18 de diciembre de 1995 en Belgrad,Serbia,https://www.marca.com/resultados/futbol/jugadores/e4/23/nikola-maras/ficha/P175642.html,0,7,0,10,0,15,70,11,667,12,121,2,0,0,0,122
Abdelkabir Abqar,188 cm,80 kg,9 de marzo de 1999 en Settat,Marruecos,https://www.marca.com/resultados/futbol/jugadores/2b/cc/abdelkabir-abqar/ficha/P463001.html,1,8,0,14,10,32,121,30,965,20,179,11,0,2,4,247
José David Álvarez Adsuar,,,21 de enero de 2001,España,https://www.marca.com/resultados/futbol/jugadores/ac/28/joseda-alvarez/ficha/P515901.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javier López Carballo,,,24 de marzo de 2002 en Santa Cruz de Tenerife,España,https://www.marca.com/resultados/futbol/jugadores/e6/2e/javier-lopez/ficha/P484406.html,0,5,0,20,3,15,65,4,338,3,120,1,0,17,48,215
Imanol Baz,,,26 de enero de 2001,España,https://www.marca.com/resultados/futbol/jugadores/9b/4e/imanol-baz/ficha/P588558.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adrián Pérez,,,3 de marzo de 2003,España,https://www.marca.com/resultados/futbol/jugadores/d0/32/adrian-perez/ficha/P597419.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antonio Moya,180 cm,78 kg,19 de marzo de 1998 en Son Servera,España,https://www.marca.com/resultados/futbol/jugadores/92/06/toni-moya/ficha/P179380.html,2,14,0,19,0,27,121,20,712,19,183,3,4,20,43,255
Salvador Sevilla,178 cm,71 kg,17 de marzo de 1984 en Berja,Almería,https://www.marca.com/resultados/futbol/jugadores/be/56/salva-sevilla/ficha/P55354.html,3,20,3,21,1,18,145,15,1271,11,133,9,2,17,89,308
David Remeseiro Salgueiro,178 cm,65 kg,5 de julio de 1994 en La Coruña,España,https://www.marca.com/resultados/futbol/jugadores/2b/87/jason/ficha/P163784.html,2,26,0,38,9,18,74,7,257,13,177,1,0,9,63,212
Jon Guridi,179 cm,64 kg,27 de febrero de 1995 en Azpeitia,España,https://www.marca.com/resultados/futbol/jugadores/1e/ee/jon-guridi/ficha/P201178.html,1,20,0,22,6,33,102,14,802,24,297,4,1,23,17,273
Roberto González,173 cm,62 kg,7 de enero de 2001 en Mérida,España,https://www.marca.com/resultados/futbol/jugadores/52/51/rober/ficha/P248503.html,0,8,0,42,5,18,27,4,167,7,142,3,2,9,13,101
Carlos Benavídez,185 cm,76 kg,29 de marzo de 1998,Uruguay,https://www.marca.com/resultados/futbol/jugadores/eb/59/carlos-benavidez/ficha/P244707.html,1,9,0,6,2,49,86,32,548,27,191,10,0,4,5,177
Alejandro Balboa Bandeira,,,5 de marzo de 2001 en Vitoria-Gasteiz,GuineaEcuatorial,https://www.marca.com/resultados/futbol/jugadores/0a/0a/alex-balboa/ficha/P546931.html,0,1,0,2,0,3,8,2,45,1,14,1,0,2,0,20
Tomás Mendes,,,20 de noviembre de 2004,España,https://www.marca.com/resultados/futbol/jugadores/4a/25/tomas-mendes/ficha/P500041.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unai Ropero,,,19 de noviembre de 2001 en Vitoria-Gasteiz,España,https://www.marca.com/resultados/futbol/jugadores/c1/f6/unai-ropero/ficha/P580409.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antonio Blanco,176 cm,70 kg,22 de julio de 2000 en Montalbán,España,https://www.marca.com/resultados/futbol/jugadores/ca/d1/antonio-blanco/ficha/P437465.html,0,0,0,1,0,2,7,1,61,4,18,0,0,0,0,10
José de León,,,1 de marzo de 2004,España,https://www.marca.com/resultados/futbol/jugadores/79/49/jose-de-leon/ficha/P612527.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mamadou Sylla,184 cm,84 kg,19 de marzo de 1994 en Kedougou,Senegal,https://www.marca.com/resultados/futbol/jugadores/bc/2b/mamadou-sylla-diallo/ficha/P207721.html,4,13,0,15,4,20,17,1,135,1,111,2,1,4,8,87
Miguel De la Fuente,180 cm,77 kg,2 de septiembre de 1999 en Tudela de Duero,España,https://www.marca.com/resultados/futbol/jugadores/a8/d2/miguel-de-la-fuente/ficha/P442157.html,4,33,0,54,8,46,35,3,305,7,256,5,2,17,13,226
Luis Rioja,175 cm,68 kg,15 de octubre de 1993 en Sevilla,España,https://www.marca.com/resultados/futbol/jugadores/1a/83/luis-rioja/ficha/P434941.html,9,36,1,41,9,21,164,27,732,27,304,5,4,53,155,490
Asier Villalibre,184 cm,86 kg,29 de septiembre de 1997 en Gernika,España,https://www.marca.com/resultados/futbol/jugadores/61/84/asier-villalibre/ficha/P212770.html,3,15,0,9,1,7,9,0,72,1,66,1,0,6,2,51
Xeber Alkain,174 cm,69 kg,25 de junio de 1997 en Hondarribia,España,https://www.marca.com/resultados/futbol/jugadores/9e/06/xeber-alkain/ficha/P504045.html,4,15,0,13,3,26,114,6,385,15,185,3,0,21,17,225
Abderrahman Rebbach,,,10 de agosto de 1998 en Bilda,Argelia,https://www.marca.com/resultados/futbol/jugadores/10/09/abderrahman-rebbach/ficha/P586866.html,2,15,0,11,2,11,36,1,162,4,96,1,1,11,21,130
Joaquín Panichelli,,,6 de octubre de 2002,Argentina,https://www.marca.com/resultados/futbol/jugadores/b6/1e/joaquin-panichelli/ficha/P596761.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marc Tenas,,,29 de mayo de 2001,España,https://www.marca.com/resultados/futbol/jugadores/b3/1b/marc-urena/ficha/P485212.html,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2
Daniel Cárdenas,186 cm,80 kg,27 de marzo de 1997 en Terrassa,España,https://www.marca.com/resultados/futbol/jugadores/22/78/daniel-cardenas/ficha/P491436.html,0,7,4,948,289
Joan Femenías,189 cm,79 kg,18 de agosto de 1996 en Manacor,España,https://www.marca.com/resultados/futbol/jugadores/77/aa/joan-femenias/ficha/P240069.html,0,0,0,38,11
Pablo Cuñat,,,27 de abril de 2002,España,https://www.marca.com/resultados/futbol/jugadores/1e/5b/pablo-cunat/ficha/P523865.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Francisco Javier Hidalgo,178 cm,72 kg,29 de marzo de 1994 en Sevilla,España,https://www.marca.com/resultados/futbol/jugadores/49/8d/son/ficha/P244636.html,1,6,0,12,1,13,143,27,1012,24,149,1,0,11,80,335
Roberto Suárez Pier,182 cm,74 kg,15 de febrero de 1995 en La Coruña,España,https://www.marca.com/resultados/futbol/jugadores/57/14/rober-pier/ficha/P220093.html,0,2,0,9,0,29,135,31,1315,12,159,3,0,4,6,216
Shkodran Mustafi,184 cm,82 kg,16 de abril de 1992 en Bad Hersfeld,Alemania,https://www.marca.com/resultados/futbol/jugadores/97/67/shkodran-mustafi/ficha/P69140.html,1,2,0,1,0,1,1,2,23,0,5,0,0,0,0,4
Rúben Miguel Nunes Vezo,182 cm,80 kg,24 de abril de 1994 en Setúbal,Portugal,https://www.marca.com/resultados/futbol/jugadores/b7/f7/ruben-vezo/ficha/P116206.html,0,5,0,28,0,31,143,35,1362,22,200,8,0,3,4,230
Sergio Postigo,184 cm,78 kg,3 de noviembre de 1988 en Madrid,España,https://www.marca.com/resultados/futbol/jugadores/d5/08/sergio-postigo/ficha/P90400.html,0,1,0,5,1,13,50,17,653,7,43,4,0,0,2,112
Alejandro José Muñoz Miguel,187 cm,80 kg,29 de julio de 1994 en Alicante,España,https://www.marca.com/resultados/futbol/jugadores/99/99/alex-munoz/ficha/P133020.html,0,18,0,25,1,41,129,30,1109,33,259,8,1,9,52,303
Marcelo Saracchi,172 cm,69 kg,22 de abril de 1998 en Paysandú,Uruguay,https://www.marca.com/resultados/futbol/jugadores/65/aa/marcelo-saracchi/ficha/P209861.html,0,3,0,6,0,23,86,20,575,23,104,6,0,13,51,185
Marc Pubill,,,19 de junio de 2003 en Terrassa,España,https://www.marca.com/resultados/futbol/jugadores/12/62/marc-pubill/ficha/P562720.html,1,7,0,13,1,23,63,11,434,16,142,3,0,11,23,196
Carlos Giménez,,,17 de febrero de 2003 en Sedaví,España,https://www.marca.com/resultados/futbol/jugadores/e4/c4/carlos-gimenez/ficha/P569933.html,0,0,0,0,0,1,3,0,12,1,3,1,0,0,0,3
Carlos Jimenez,,,22 de julio de 2006,España,https://www.marca.com/resultados/futbol/jugadores/24/e6/carlos-jimenez/ficha/P617535.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pablo Martínez,182 cm,74 kg,21 de febrero de 1998 en Madrid,España,https://www.marca.com/resultados/futbol/jugadores/90/52/pablo-martinez/ficha/P445998.html,2,26,0,13,5,25,99,18,729,18,151,4,2,14,60,232
José Luis García Vayá,185 cm,73 kg,10 de agosto de 1998 en Dénia,España,https://www.marca.com/resultados/futbol/jugadores/4b/24/pepelu/ficha/P220191.html,0,18,0,31,1,50,190,36,1606,39,261,10,2,12,40,287
Vicente Iborra,190 cm,80 kg,15 de enero de 1988 en Valencia,España,https://www.marca.com/resultados/futbol/jugadores/6d/b4/vicente-iborra/ficha/P54513.html,2,15,0,30,2,32,139,25,1134,20,296,6,0,10,2,234
Alejandro Cantero,,,7 de junio de 2000 en Madrid,España,https://www.marca.com/resultados/futbol/jugadores/bf/ec/alejandro-cantero/ficha/P494567.html,3,22,0,8,2,29,51,2,237,10,137,4,1,12,15,160
Roger Brugué,173 cm,68 kg,3 de noviembre de 1996 en Báscara,España,https://www.marca.com/resultados/futbol/jugadores/a9/7c/roger-brugue/ficha/P439878.html,2,25,0,19,6,14,45,5,238,8,128,2,0,14,13,142
Jorge de Frutos,173 cm,72 kg,19 de febrero de 1997 en Navares De Enmedio,España,https://www.marca.com/resultados/futbol/jugadores/18/af/jorge-de-frutos/ficha/P241153.html,2,36,0,43,6,30,122,13,599,24,340,5,5,45,113,463
Roberto Ibáñez Castro,175 cm,67 kg,21 de marzo de 1993 en Valencia,España,https://www.marca.com/resultados/futbol/jugadores/5b/8b/rober-ibanez/ficha/P168390.html,4,9,0,31,3,13,38,8,165,10,127,2,0,13,2,86
Jonathan Montiel Caballero,173 cm,67 kg,2 de septiembre de 1998 en Madrid,España,https://www.marca.com/resultados/futbol/jugadores/19/f7/joni-montiel/ficha/P220549.html,5,51,2,49,3,39,128,5,877,16,271,8,2,46,134,386
Charly Musonda,173 cm,66 kg,14 de octubre de 1996 en Brussels,Bélgica,https://www.marca.com/resultados/futbol/jugadores/9f/56/charly-musonda/ficha/P171162.html,0,2,0,8,1,6,14,4,84,3,37,3,0,8,4,41
José Ángel Gómez Campaña,179 cm,70 kg,30 de mayo de 1993 en Sevilla,España,https://www.marca.com/resultados/futbol/jugadores/76/27/jose-campana/ficha/P88952.html,5,9,5,17,0,10,53,7,544,10,117,4,0,11,40,181
Carlos Benítez,,,24 de noviembre de 2002 en Catarroja,España,https://www.marca.com/resultados/futbol/jugadores/6d/93/carlos-benitez-royo/ficha/P553454.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hugo Redón,,,18 de abril de 2003,España,https://www.marca.com/resultados/futbol/jugadores/db/31/hugo-redon/ficha/P591902.html,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Mario Climent,,,29 de enero de 2002,España,https://www.marca.com/resultados/futbol/jugadores/f1/b5/mario-climent/ficha/P601464.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edgar Alcañiz,,,17 de marzo de 2005 en Sueca,España,https://www.marca.com/resultados/futbol/jugadores/f7/e6/edgar-alcaniz/ficha/P616773.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wesley Moraes Ferreira da Silva,191 cm,93 kg,23 de noviembre de 1996 en Juiz de Fora,Brasil,https://www.marca.com/resultados/futbol/jugadores/a0/9f/wesley/ficha/P213345.html,0,13,0,10,8,27,37,0,269,3,135,6,2,8,2,159
Roberto Soldado,180 cm,74 kg,26 de mayo de 1985 en Valencia,España,https://www.marca.com/resultados/futbol/jugadores/0a/72/roberto-soldado/ficha/P17926.html,2,16,1,11,4,17,21,1,178,1,70,6,0,0,4,73
Mohamed Bouldini,187 cm,88 kg,26 de noviembre de 1995 en Casablanca,Marruecos,https://www.marca.com/resultados/futbol/jugadores/a5/0a/mohamed-bouldini/ficha/P510444.html,7,36,0,36,18,59,47,3,317,8,349,8,1,23,5,231
José Cambra,,,27 de septiembre de 2003,España,https://www.marca.com/resultados/futbol/jugadores/99/13/jose-cambra/ficha/P588980.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrés García,,,6 de febrero de 2003,España,https://www.marca.com/resultados/futbol/jugadores/f7/4a/andres-garcia/ficha/P606798.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bernabé Barragán,189 cm,76 kg,17 de febrero de 1993 en Los Palacios,España,https://www.marca.com/resultados/futbol/jugadores/0b/72/bernabe-barragan/ficha/P195404.html,0,2,5,740,305
Diego Altube,188 cm,87 kg,21 de febrero de 2000 en Madrid,España,https://www.marca.com/resultados/futbol/jugadores/64/34/diego-altube/ficha/P440014.html,0,1,0,178,66
Raúl Valdes,,,22 de septiembre de 2003,España,https://www.marca.com/resultados/futbol/jugadores/fb/2b/raul-valdes/ficha/P589990.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohamed Djetei,185 cm,75 kg,17 de agosto de 1994 en Yaoundé,Camerún,https://www.marca.com/resultados/futbol/jugadores/94/b4/mohamed-djetei/ficha/P227557.html,0,13,0,18,1,20,120,27,904,12,171,3,0,6,1,171
Flavien-Enzo Boyomo,,,6 de octubre de 2001,Camerún,https://www.marca.com/resultados/futbol/jugadores/32/13/flavien-enzo-boyomo/ficha/P437677.html,0,9,0,11,1,43,228,34,1607,31,230,9,0,6,3,292
Julio Alonso,171 cm,62 kg,13 de diciembre de 1998 en Terrassa,España,https://www.marca.com/resultados/futbol/jugadores/0c/a7/julio-alonso/ficha/P475882.html,0,4,0,31,3,30,173,28,1176,42,236,6,3,14,70,494
Diego Johannesson Pando,175 cm,65 kg,2 de octubre de 1993 en Villaviciosa,Islandia,https://www.marca.com/resultados/futbol/jugadores/60/f9/diegui/ficha/P199320.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Isaac Muñoz,184 cm,74 kg,29 de abril de 1998 en Navalmoral de la Mata,España,https://www.marca.com/resultados/futbol/jugadores/58/60/carlos-isaac/ficha/P437820.html,1,4,0,7,1,14,40,8,211,7,54,1,1,3,23,109
